room_code,room_name,item_type,item_code,item_name_en,item_name_es,item_name_fr,quantity
ANRM,Anteroom,FA,DWGL-002,DOOR: 910mm c/o; single leaf; half glazed; solid core/glass; paint,PUERTA: 910 mm c / o; una hoja; medio vidriado; núcleo sólido / vidrio; pintura,PORTE : 910 mm c/o; un vantail; semi-vitrée; âme pleine/verre; peinture,2
ANRM,Anteroom,FFE,FIDI-001,DISPENSER: alcohol based hand rub,DISPENSADOR: desinfectante de manos a base de alcohol,DISTRIBUTEUR : désinfectant pour les mains à base d'alcool,1
ANRM,Anteroom,FFE,FIHR-026,HOOK: coat,GANCHO: abrigo,CROCHET : manteau,4
ANRM,Anteroom,FFE,MMGE-137,TROLLEY: PPE,CARRO: EPI,CHARIOT : EPI,1
ANRM,Anteroom,FFE,FQCW-016,BIN: waste; general; 20L,CUBO: basura; general; 20L,BAC : déchets; général; 20L,1
ANRM,Anteroom,FFE,FIDI-022,DISPENSER: moisturiser,DISPENSADOR: crema hidratante,DISTRIBUTEUR : hydratant,1
ANRM,Anteroom,FFE,FIDI-025,DISPENSER: paper/hand towel,DISPENSADOR: papel / toalla de mano,DISTRIBUTEUR : papier/essuie-mains,1
ANRM,Anteroom,FFE,FIDI-030,DISPENSER: soap,DISPENSADOR: jabón,DISTRIBUTEUR : savon,1
ANRM,Anteroom,FFE,FIDI-031,DISPENSER: soap antiseptic,DISPENSADOR: jabón antiséptico,DISTRIBUTEUR : savon antiseptique,1
ANRM,Anteroom,FFE,MMGE-048,LINEN CARRIER: dirty; single,PORTADOR DE ROPA: sucio; soltero,PORTE-LINGE : sale; simple,1
ANRM,Anteroom,FFE,HYBA-010,BASIN: handwash; Type B,LAVABO: lavado a mano; Tipo B,VASQUE : lave-mains; Type B,1
ANRM,Anteroom,FFE,HYTP-037,TAPWARE: mixer; elbow levers,GRIFERÍA: mezclador; palancas de codo,ROBINETTERIE : mélangeur; leviers coudés,1
ANRM,Anteroom,SE,ELBO-015,SWITCH: light; single,INTERRUPTOR: ligero; sencillo,COMMUTATEUR : léger; simple,2
AUD-CR,Audiology Control Room,FA,FLCP-006,FLOOR FINISH: carpet; carpet tiles; 90/10 wool/nylon,ACABADO DEL PISO: moqueta; losetas de moqueta; lana / nailon 90/10,FINITION DU SOL : moquette; dalles de moquette; laine 90/10/nylon,1
AUD-CR,Audiology Control Room,FA,FLSK-009,SKIRTING: vinyl; feather edged; 150H; prefinished,ZÓCALO: vinilo; borde de pluma; 150H; preacabado,PLINTHE : vinyle; bord plume; 150H; préfini,6
AUD-CR,Audiology Control Room,FA,DWPR-001,DOOR PROTECTION: kickplate; to 300 AFFL,PROTECCIÓN DE LA PUERTA: rodapié; hasta 300 AFFL,PROTECTION DE PORTE : coup de pied; jusqu'à 300 AFFL,2
AUD-CR,Audiology Control Room,FA,WLWA-004,WALL FINISH: paint; acrylic; washable,ACABADO DE PARED: pintura; acrílico; lavable,FINITION MURALE : peinture; acrylique; lavable,4
AUD-CR,Audiology Control Room,FA,CLTI-002,CEILING: acoustic; drop-in tiles; 600 x 1200,TECHO: acústico; losetas empotradas; 600 x 1200,PLAFOND : acoustique; tuiles encastrées; 600 x 1200,1
AUD-CR,Audiology Control Room,FA,DWGL-005,DOOR: 910mm c/o; single leaf; observation panel; solid core/glass; paint,PUERTA: 910 mm c/o; hoja simple; panel de observación; núcleo sólido/vidrio; pintura,PORTE : 910 mm c/o; un vantail; panneau d'observation; âme pleine/verre; peinture,2
AUD-CR,Audiology Control Room,FA,CLCN-009,CORNICE: wall trim fixing,CORNICE: fijación de molduras de pared,CORNICHE : fixation de garniture murale,1
AUD-CR,Audiology Control Room,FFE,FQBS-018,CHAIR: office; ergonomic,SILLA: oficina; ergonómica,CHAISE : bureau; ergonomique,1
AUD-CR,Audiology Control Room,FFE,FIDI-001,DISPENSER: alcohol based hand rub,DISPENSADOR: desinfectante de manos a base de alcohol,DISTRIBUTEUR : désinfectant pour les mains à base d'alcool,1
AUD-CR,Audiology Control Room,FFE,FQCW-016,BIN: waste; general; 20L,CUBO: basura; general; 20L,BAC : déchets; général; 20L,1
AUD-CR,Audiology Control Room,FFE,FIDI-014,DISPENSER: disposable glove,DISPENSADOR: guante desechable,DISTRIBUTEUR : gant jetable,1
AUD-CR,Audiology Control Room,FFE,FIDI-021,DISPENSER: mask,DISPENSADOR: mascarilla,DISTRIBUTEUR : masque,1
AUD-CR,Audiology Control Room,FFE,FQSM-007,PEDESTAL: mobile; drawer unit; 660H,PEDESTAL: móvil; cajonera; 660H,CAISSON : mobile; bloc tiroirs; 660H,1
AUD-CR,Audiology Control Room,FFE,MMAH-005,BOOTH: audiometric,CABINA: audiométrica,STAND : audiométrique,1
AUD-CR,Audiology Control Room,FFE,ITNE-007,COMPUTER: desktop; with display screen,COMPUTADORA: de escritorio; con pantalla de visualización,ORDINATEUR : bureau; avec écran d'affichage,1
AUD-CR,Audiology Control Room,FFE,ITNE-049,TELEPHONE: handset; desktop,TELÉFONO: microteléfono; escritorio,TÉLÉPHONE : combiné; ordinateur de bureau,1
AUD-CR,Audiology Control Room,FFE,FQDW-031,WORKSTATION: straight; adj height; 1650W x 750D x 750H nom.,ESTACIÓN DE TRABAJO: recta; altura ajustable; 1650W x 750D x 750H nom.,POSTE DE TRAVAIL : droit; hauteur réglable; 1650W x 750D x 750H nom.,1
AUD-CR,Audiology Control Room,FFE,MMAH-036,CONSOLE: control; audiometric booth,CONSOLA: control; cabina audiométrica,CONSOLE : contrôle; cabine audiométrique,1
AUD-CR,Audiology Control Room,FFE,MMAH-042,DEVICE: tympanometer,DISPOSITIVO: timpanómetro,APPAREIL : tympanomètre,1
AUD-CR,Audiology Control Room,SE,ITIN-026,OUTLET: data; double RJ45; wall mounted,SALIDA: datos; doble RJ45; montaje en pared,SORTIE : données; double RJ45; murale,1
AUD-CR,Audiology Control Room,SE,ELPR-006,RCD: residual current device,RCD: dispositivo de corriente residual,RCD : dispositif de courant résiduel,1
AUD-CR,Audiology Control Room,SE,ELGP-208,GPO: double; wall mounted,GPO: doble; montado en la pared,GPO : double; fixé au mur,3
AUD-CR,Audiology Control Room,SE,ELGP-110,GPO: single; wall mounted; cleaner,GPO: simple; montado en la pared; limpiador,GPO : simple; mural; nettoyeur,1
AUD-CR,Audiology Control Room,SE,ELBO-012,SWITCH: light; dimmer,INTERRUPTOR: luz; atenuador,COMMUTATEUR : lumière; gradateur,1
AUD-CR,Audiology Control Room,SE,MMSP-032,SERVICES PANEL: instrument jack,PANEL DE SERVICIOS: toma de instrumentos,PANNEAU DE SERVICES : prise instrument,1
AUD-TR,Audiology Testing Room,FA,FLCP-006,FLOOR FINISH: carpet; carpet tiles; 90/10 wool/nylon,ACABADO DEL PISO: moqueta; losetas de moqueta; lana / nailon 90/10,FINITION DU SOL : moquette; dalles de moquette; laine 90/10/nylon,1
AUD-TR,Audiology Testing Room,FA,DWPR-001,DOOR PROTECTION: kickplate; to 300 AFFL,PROTECCIÓN DE LA PUERTA: rodapié; hasta 300 AFFL,PROTECTION DE PORTE : coup de pied; jusqu'à 300 AFFL,1
AUD-TR,Audiology Testing Room,FA,DWGL-005,DOOR: 910mm c/o; single leaf; observation panel; solid core/glass; paint,PUERTA: 910 mm c/o; hoja simple; panel de observación; núcleo sólido/vidrio; pintura,PORTE : 910 mm c/o; un vantail; panneau d'observation; âme pleine/verre; peinture,1
AUD-TR,Audiology Testing Room,FA,CLCN-009,CORNICE: wall trim fixing,CORNICE: fijación de molduras de pared,CORNICHE : fixation de garniture murale,1
AUD-TR,Audiology Testing Room,FFE,FQBS-012,CHAIR: child,SILLA: niño,CHAISE : enfant,1
AUD-TR,Audiology Testing Room,FFE,FQBS-014,CHAIR: client,PRESIDENTE: cliente,PRÉSIDENT : cliente,2
AUD-TR,Audiology Testing Room,FFE,FQBS-039,LOUNGE: 1 seat,SALÓN: 1 asiento,SALON : 1 place,1
AUD-TR,Audiology Testing Room,FFE,FQBS-018,CHAIR: office; ergonomic,SILLA: oficina; ergonómica,CHAISE : bureau; ergonomique,1
AUD-TR,Audiology Testing Room,FFE,FIJO-145,CUPBOARD: wall mount; double door; adj shelves; lockable,ARMARIO: montaje en pared; puerta doble; estantes ajustables; con cerradura,ARMOIRE : support mural; double porte; étagères adj; verrouillable,1
AUD-TR,Audiology Testing Room,FFE,FQDW-001,DESK: adj height; 1500W x 750D x 750H nom.,ESCRITORIO: altura ajustable; 1500W x 750D x 750H nom.,BUREAU : hauteur réglable; 1500W x 750D x 750H nom.,1
AUD-TR,Audiology Testing Room,FFE,FIHR-029,HOOK: equipment,GANCHO: equipo,CROCHET : équipement,2
AUD-TR,Audiology Testing Room,FFE,FQTA-003,TABLE: children's play,MESA: juego de niños,TABLE : jeux d'enfants,1
AUD-TR,Audiology Testing Room,FFE,MMAH-005,BOOTH: audiometric,CABINA: audiométrica,STAND : audiométrique,1
AUD-TR,Audiology Testing Room,FFE,ITNE-007,COMPUTER: desktop; with display screen,COMPUTADORA: de escritorio; con pantalla de visualización,ORDINATEUR : bureau; avec écran d'affichage,1
AUD-TR,Audiology Testing Room,FFE,MMAH-036,CONSOLE: control; audiometric booth,CONSOLA: control; cabina audiométrica,CONSOLE : contrôle; cabine audiométrique,1
AUD-TR,Audiology Testing Room,FFE,FIJO-212,BULKHEAD: joinery,MAMPARO: carpintería,CLOISON : menuiserie,1
AUD-TR,Audiology Testing Room,FFE,ITAV-061,SPEAKER: audiology,PONENTE: audiología,INTERVENANT : audiologie,2
AUD-TR,Audiology Testing Room,FFE,MMAH-043,DEVICE: visual reinforcement audiometry,DISPOSITIVO: audiometría de refuerzo visual,DISPOSITIF : audiométrie de renforcement visuel,2
AUD-TR,Audiology Testing Room,SE,ITIN-026,OUTLET: data; double RJ45; wall mounted,SALIDA: datos; doble RJ45; montaje en pared,SORTIE : données; double RJ45; murale,1
AUD-TR,Audiology Testing Room,SE,ELPR-006,RCD: residual current device,RCD: dispositivo de corriente residual,RCD : dispositif de courant résiduel,1
AUD-TR,Audiology Testing Room,SE,ELGP-208,GPO: double; wall mounted,GPO: doble; montado en la pared,GPO : double; fixé au mur,6
AUD-TR,Audiology Testing Room,SE,ITSE-006,BUTTON: duress; fixed,BOTÓN: coacción; fijo,BOUTON : contrainte; fixe,1
AUD-TR,Audiology Testing Room,SE,ELBO-012,SWITCH: light; dimmer,INTERRUPTOR: luz; atenuador,COMMUTATEUR : lumière; gradateur,1
AUD-TR,Audiology Testing Room,SE,MMSP-032,SERVICES PANEL: instrument jack,PANEL DE SERVICIOS: toma de instrumentos,PANNEAU DE SERVICES : prise instrument,4
BATH,Bathroom,FA,FLSK-010,SKIRTING: vinyl; floor vinyl coved; 150H; prefinished,RODAPIÉS: vinilo; suelo vinílico cóncavo; 150H; preacabado,PLINTHE : vinyle; revêtement de sol en vinyle; 150H; préfini,5
BATH,Bathroom,FA,FLVY-009,FLOOR FINISH: vinyl; seamless; coved; wet area; non-slip,ACABADO DEL PISO: vinilo; sin costuras; cóncavo; área húmeda; antideslizante,FINITION DU SOL : vinyle; sans couture; à gorge; zone humide; antidérapant,1
BATH,Bathroom,FA,DWPR-005,DOOR PROTECTION: protection plate to 900 AFFL,PROTECCIÓN DE LA PUERTA: placa de protección hasta 900 AFFL,PROTECTION DE PORTE : plaque de protection à 900 AFFL,2
BATH,Bathroom,FA,WLWA-019,WALL FINISH: vinyl; full height,ACABADO DE PARED: vinilo; altura completa,FINITION MURALE : vinyle; pleine hauteur,6
BATH,Bathroom,FA,CLFS-009,CEILING: plasterboard; water resistant; flush set; suspended; paint; washable,TECHO: cartón yeso; resistente al agua; empotrado; suspendido; pintado; lavable,PLAFOND : plaques de plâtre; résistant à l'eau; encastré; suspendu; peinture; lavable,1
BATH,Bathroom,FA,DWSC-021,DOOR: 1400mm c/o; 1 1/2 leaf; solid core; paint,PUERTA: 1400mm c / o; 1 1/2 hoja; núcleo macizo; pintura,PORTE : 1400mm c/o; 1 1/2 vantail; âme pleine; peinture,1
BATH,Bathroom,FA,CLCN-008,CORNICE: square set flush between wall and ceiling; paint,CORNISA: encastre cuadrado a ras entre pared y techo; pintar,CORNICHE : équerre encastrée entre mur et plafond; peinture,1
BATH,Bathroom,FFE,MMGE-024,CHAIR: shower,SILLA: ducha,CHAISE : douche,1
BATH,Bathroom,FFE,FIHR-026,HOOK: coat,GANCHO: abrigo,CROCHET : manteau,2
BATH,Bathroom,FFE,FIRT-034,TRACK: curtain; shower; 90 deg,PISTA: cortina; ducha; 90 grados,PISTE : rideau; douche; 90 degrés,1
BATH,Bathroom,FFE,FQGE-010,CURTAIN: privacy screen,CORTINA: pantalla de privacidad,RIDEAU : écran de confidentialité,1
BATH,Bathroom,FFE,FQGE-011,CURTAIN: shower,CORTINA: ducha,RIDEAU : douche,1
BATH,Bathroom,FFE,FQCW-016,BIN: waste; general; 20L,CUBO: basura; general; 20L,BAC : déchets; général; 20L,1
BATH,Bathroom,FFE,FQSM-033,TROLLEY: shower,CARRO: ducha,CHARIOT : douche,1
BATH,Bathroom,FFE,FIDI-014,DISPENSER: disposable glove,DISPENSADOR: guante desechable,DISTRIBUTEUR : gant jetable,1
BATH,Bathroom,FFE,FIDI-025,DISPENSER: paper/hand towel,DISPENSADOR: papel / toalla de mano,DISTRIBUTEUR : papier/essuie-mains,1
BATH,Bathroom,FFE,FIDI-030,DISPENSER: soap,DISPENSADOR: jabón,DISTRIBUTEUR : savon,1
BATH,Bathroom,FFE,FIDI-036,DISPENSER: toilet paper,DISPENSADOR: papel higiénico,DISTRIBUTEUR : papier toilette,1
BATH,Bathroom,FFE,FIRT-008,GRAB RAIL: WC; hinged,BARANDILLA DE APOYO: WC; con bisagras,RAIL D'APPUI : WC; articulé,2
BATH,Bathroom,FFE,FIBM-006,MIRROR: fixed; glass,ESPEJO: fijo; vidrio,MIROIR : fixe; en verre,1
BATH,Bathroom,FFE,FQCW-037,BIN: waste; sanitary,BIN: residuos; sanitario,BAC : déchets; sanitaire,1
BATH,Bathroom,FFE,FIDI-049,HOLDER: soap/shampoo; non-recessed,TITULAR: jabón / champú; no empotrable,SUPPORT : savon/shampoing; non encastré,1
BATH,Bathroom,FFE,FIRT-016,RAIL: towel,RAIL: toalla,RAIL : serviette,1
BATH,Bathroom,FFE,HYBA-005,BASIN: handwash; accessible,LAVABO: lavamanos; accesible,LAVABO : lavage à la main; accessible,1
BATH,Bathroom,FFE,HYWC-001,TOILET SUITE: accessible,SUITE ASEO: accesible,SALLE DE TOILETTE : accessible,1
BATH,Bathroom,FFE,HYTP-039,TAPWARE: mixer; shower; lever action,TAPWARE: mezclador; ducha; acción de palanca,ROBINETTERIE : mitigeur; douche; action à levier,2
BATH,Bathroom,FFE,HYTP-020,SHOWER: hand-held,DUCHA: de mano,DOUCHE : à main,1
BATH,Bathroom,FFE,HYTP-035,TAPWARE: mixer; basin; accessible,TAPWARE: mezclador; lavabo; accesible,ROBINETTERIE : mitigeur; lavabo; accessible,1
BATH,Bathroom,FFE,HYTP-045,SHOWER: hand-held; accessible,DUCHA: de mano; accesible,DOUCHE : portative; accessible,1
BATH,Bathroom,FFE,FIRT-045,GRAB RAIL: shower; horizontal and vertical,BARRA DE APOYO: ducha; horizontal y vertical,RAIL D'APPUI : douche; horizontale et verticale,1
BATH,Bathroom,FFE,FIGE-011,BACKREST: accessible toilet,RESPALDO: WC accesible,DOSSIER : toilettes accessibles,1
BATH,Bathroom,FFE,FIRT-047,TRACK: curtain; privacy; U shaped,PISTA: cortina; privacidad; en forma de U,PISTE : rideau; intimité; en forme de U,1
BATH,Bathroom,SE,ITCL-008,BUTTON: nurse call; staff assist,BOTÓN: llamada a la enfermera; ayuda del personal,BOUTON : appel infirmière; assistance du personnel,1
BATH,Bathroom,SE,HYDR-004,DRAIN: floor waste,DRENAJE: residuos de suelo,VIDANGE : siphon de sol,2
BATH,Bathroom,SE,ELBO-015,SWITCH: light; single,INTERRUPTOR: ligero; sencillo,COMMUTATEUR : léger; simple,1
BATH,Bathroom,SE,ITCL-006,BUTTON: nurse call; patient to staff,BOTÓN: llamada de enfermera; paciente al personal,BOUTON : appel infirmière; patient au personnel,1
BATH,Bathroom,SE,ITCL-031,PENDANT: nurse call; patient to staff,COLGANTE: llamada de enfermera; paciente al personal,PENDENTIF : appel infirmière; patient au personnel,1
BATH,Bathroom,SE,ITCL-004,BUTTON: nurse call; emergency,BOTÓN: llamada de enfermera; emergencia,BOUTON : appel infirmière; urgence,1
BATH,Bathroom,SE,ELGP-208,GPO: double; wall mounted,GPO: doble; montado en la pared,GPO : double; fixé au mur,1
BATM-2,Bay - ATM; 2m2,FA,FLVY-007,FLOOR FINISH: vinyl; seamless; coved; standard slip resistant,ACABADO DEL PISO: vinilo; sin costuras; cóncavo; estándar antideslizante,FINITION DU SOL : vinyle; sans couture; à gorge; antidérapant standard,1
BATM-2,Bay - ATM; 2m2,FA,FLSK-010,SKIRTING: vinyl; floor vinyl coved; 150H; prefinished,RODAPIÉS: vinilo; suelo vinílico cóncavo; 150H; preacabado,PLINTHE : vinyle; revêtement de sol en vinyle; 150H; préfini,1
BATM-2,Bay - ATM; 2m2,FA,WLPR-011,WALL PROTECTION: corner guards; to 900 AFFL min.,PROTECCIÓN DE PAREDES: cantoneras; hasta 900 AFFL min.,PROTECTION MURALE : protections d'angle; jusqu'à 900 AFFL min.,1
BATM-2,Bay - ATM; 2m2,FA,WLWA-004,WALL FINISH: paint; acrylic; washable,ACABADO DE PARED: pintura; acrílico; lavable,FINITION MURALE : peinture; acrylique; lavable,1
BATM-2,Bay - ATM; 2m2,FA,CLFS-006,CEILING: plasterboard; flush set; suspended; paint; washable,TECHO: cartón-yeso; empotrado; suspendido; pintado; lavable,PLAFOND : plaques de plâtre; encastré; suspendu; peinture; lavable,1
BATM-2,Bay - ATM; 2m2,FA,CLCN-002,CORNICE: aluminium; 24mm shadow angle; powdercoat,CORNICE: aluminio; ángulo de sombra de 24 mm; pintura en polvo,CORNICHE : aluminium; angle d'ombre de 24 mm; revêtement poudré,1
BATM-2,Bay - ATM; 2m2,FFE,FIHR-002,BRACKET: for CCTV camera; ceiling mounted,SOPORTE: para cámara CCTV; montaje en techo,SUPPORT : pour caméra de vidéosurveillance; montage au plafond,1
BATM-2,Bay - ATM; 2m2,FFE,FQGE-034,MACHINE: ATM,MÁQUINA: ATM,MACHINE : ATM,1
BATM-2,Bay - ATM; 2m2,FFE,ITSE-012,CAMERA: CCTV,CÁMARA: circuito cerrado de televisión,CAMÉRA : CCTV,1
BATM-2,Bay - ATM; 2m2,SE,ITIN-011,OUTLET: data; single RJ45; ceiling mounted,SALIDA: datos; simple RJ45; montaje en techo,SORTIE : données; RJ45 simple; montée au plafond,1
BATM-2,Bay - ATM; 2m2,SE,ITIN-026,OUTLET: data; double RJ45; wall mounted,SALIDA: datos; doble RJ45; montaje en pared,SORTIE : données; double RJ45; murale,1
BATM-2,Bay - ATM; 2m2,SE,LIFX-030,LIGHT: downlight; recessed; compact fluorescent,LIGHT: downlight; empotrable; fluorescente compacta,LUMIÈRE : downlight; encastré; fluocompact,1
BATM-2,Bay - ATM; 2m2,SE,ELGP-101,GPO: single; ceiling mounted,GPO: simple; montado en el techo,GPO : simple; monté au plafond,1
BATM-2,Bay - ATM; 2m2,SE,ELGP-135,GPO: UPS; single; wall mounted,GPO: UPS; simple; montado en la pared,GPO : UPS; simple; fixé au mur,1
BATM-2,Bay - ATM; 2m2,SE,FSDE-004,DETECTOR: smoke,DETECTOR: humo,DETECTEUR : fumée,1
BATM-2,Bay - ATM; 2m2,SE,FSPV-014,FIRE SUPPRESSION: sprinklers,SUPRESIÓN DE INCENDIOS: rociadores,EXTINCTION D'INCENDIE : gicleurs,1
BATM-2,Bay - ATM; 2m2,SE,ELGP-109,GPO: single; wall mounted,GPO: individual; montado en la pared,GPO : simple; fixé au mur,1
BATM-2,Bay - ATM; 2m2,SE,MESU-011,SUPPLY AIR: grille,SUMINISTRO DE AIRE: rejilla,ALIMENTATION D'AIR : grille,1
BBEV-ENC,Bay - Beverage; Enclosed; 5m2,FA,FLVY-007,FLOOR FINISH: vinyl; seamless; coved; standard slip resistant,ACABADO DEL PISO: vinilo; sin costuras; cóncavo; estándar antideslizante,FINITION DU SOL : vinyle; sans couture; à gorge; antidérapant standard,1
BBEV-ENC,Bay - Beverage; Enclosed; 5m2,FA,FLSK-010,SKIRTING: vinyl; floor vinyl coved; 150H; prefinished,RODAPIÉS: vinilo; suelo vinílico cóncavo; 150H; preacabado,PLINTHE : vinyle; revêtement de sol en vinyle; 150H; préfini,1
BBEV-ENC,Bay - Beverage; Enclosed; 5m2,FA,WLWA-004,WALL FINISH: paint; acrylic; washable,ACABADO DE PARED: pintura; acrílico; lavable,FINITION MURALE : peinture; acrylique; lavable,1
BBEV-ENC,Bay - Beverage; Enclosed; 5m2,FA,WLWA-010,WALL FINISH: splashback; vinyl,ACABADO DE PARED: salpicadero; vinilo,FINITION MURALE : crédence; vinyle,1
BBEV-ENC,Bay - Beverage; Enclosed; 5m2,FA,CLTI-002,CEILING: acoustic; drop-in tiles; 600 x 1200,TECHO: acústico; losetas empotradas; 600 x 1200,PLAFOND : acoustique; tuiles encastrées; 600 x 1200,1
BBEV-ENC,Bay - Beverage; Enclosed; 5m2,FA,CLCN-002,CORNICE: aluminium; 24mm shadow angle; powdercoat,CORNICE: aluminio; ángulo de sombra de 24 mm; pintura en polvo,CORNICHE : aluminium; angle d'ombre de 24 mm; revêtement poudré,1
BBEV-ENC,Bay - Beverage; Enclosed; 5m2,FA,DWPR-004,DOOR PROTECTION: protection plate; to 1200 AFFL; PVC; prefinished,PROTECCIÓN DE LA PUERTA: placa de protección; hasta 1200 AFFL; PVC; preacabada,PROTECTION DE PORTE : plaque de protection; jusqu'à 1200 AFFL; PVC; préfini,1
BBEV-ENC,Bay - Beverage; Enclosed; 5m2,FA,DWGL-005,DOOR: 910mm c/o; single leaf; observation panel; solid core/glass; paint,PUERTA: 910 mm c/o; hoja simple; panel de observación; núcleo sólido/vidrio; pintura,PORTE : 910 mm c/o; un vantail; panneau d'observation; âme pleine/verre; peinture,1
BBEV-ENC,Bay - Beverage; Enclosed; 5m2,FFE,FIJO-136,CUPBOARD: underbench; double door; adj shelves; lockable,ARMARIO: bajo banco; puerta doble; estantes ajustables; con cerradura,ARMOIRE : sous-banc; double porte; étagères adj; verrouillable,1
BBEV-ENC,Bay - Beverage; Enclosed; 5m2,FFE,FIJO-102,CUPBOARD: drawer unit,ARMARIO: cajonera,ARMOIRE : caisson à tiroirs,1
BBEV-ENC,Bay - Beverage; Enclosed; 5m2,FFE,FIJO-145,CUPBOARD: wall mount; double door; adj shelves; lockable,ARMARIO: montaje en pared; puerta doble; estantes ajustables; con cerradura,ARMOIRE : support mural; double porte; étagères adj; verrouillable,1
BBEV-ENC,Bay - Beverage; Enclosed; 5m2,FFE,FIJO-157,CUPBOARD: wall mount; single door; adj shelves; lockable,ARMARIO: montaje en pared; una puerta; estantes adjuntos; con cerradura,ARMOIRE : support mural; porte simple; étagères ajustables; verrouillable,3
BBEV-ENC,Bay - Beverage; Enclosed; 5m2,FFE,FQCW-016,BIN: waste; general; 20L,CUBO: basura; general; 20L,BAC : déchets; général; 20L,1
BBEV-ENC,Bay - Beverage; Enclosed; 5m2,FFE,FIDI-025,DISPENSER: paper/hand towel,DISPENSADOR: papel / toalla de mano,DISTRIBUTEUR : papier/essuie-mains,1
BBEV-ENC,Bay - Beverage; Enclosed; 5m2,FFE,FIDI-030,DISPENSER: soap,DISPENSADOR: jabón,DISTRIBUTEUR : savon,1
BBEV-ENC,Bay - Beverage; Enclosed; 5m2,FFE,FIJO-153,CUPBOARD: wall mount; shelf unit; adj shelves for microwave,ARMARIO: montaje en pared; estantería; estantes adjuntos para microondas,ARMOIRE : support mural; étagère; étagères adj pour micro-ondes,1
BBEV-ENC,Bay - Beverage; Enclosed; 5m2,FFE,FQSM-037,TROLLEY: tray,CARRO: bandeja,CHARIOT : plateau,1
BBEV-ENC,Bay - Beverage; Enclosed; 5m2,FFE,HYTP-037,TAPWARE: mixer; elbow levers,GRIFERÍA: mezclador; palancas de codo,ROBINETTERIE : mélangeur; leviers coudés,1
BBEV-ENC,Bay - Beverage; Enclosed; 5m2,FFE,HYGE-008,BOILING WATER UNIT: 5 Litre,UNIDAD DE AGUA HERVIDA: 5 Litros,UNITÉ D'EAU BOUILLANTE : 5 Litres,1
BBEV-ENC,Bay - Beverage; Enclosed; 5m2,FFE,HYBA-069,SINK: single; with drainer; 930mmL,FREGADERO: simple; con escurridor; 930 mmL,LAVABO : simple; avec égouttoir; 930mmL,1
BBEV-ENC,Bay - Beverage; Enclosed; 5m2,FFE,FQCA-015,DISPENSER: ice; potable,DISPENSADOR: hielo; potable,DISTRIBUTEUR : glace; potable,1
BBEV-ENC,Bay - Beverage; Enclosed; 5m2,FFE,FQCA-067,OVEN: microwave; domestic,HORNO: microondas; doméstico,FOUR : micro-onde; domestique,1
BBEV-ENC,Bay - Beverage; Enclosed; 5m2,FFE,FQCA-031,FRIDGE: domestic; 250L,FRIGORÍFICO: doméstico; 250L,FRIGO : domestique; 250L,1
BBEV-ENC,Bay - Beverage; Enclosed; 5m2,FFE,FIJO-059,BENCH TOP: 600D; joinery under; laminate finish,BANCO SUPERIOR: 600D; carpintería debajo; acabado laminado,BANC TOP : 600D; sous menuiserie; finition stratifié,1
BBEV-ENC,Bay - Beverage; Enclosed; 5m2,SE,ELBO-015,SWITCH: light; single,INTERRUPTOR: ligero; sencillo,COMMUTATEUR : léger; simple,1
BBEV-ENC,Bay - Beverage; Enclosed; 5m2,SE,ELGP-109,GPO: single; wall mounted,GPO: individual; montado en la pared,GPO : simple; fixé au mur,4
BBEV-ENC,Bay - Beverage; Enclosed; 5m2,SE,ELGP-208,GPO: double; wall mounted,GPO: doble; montado en la pared,GPO : double; fixé au mur,1
BBEV-OP,Bay - Beverage; Open Plan; 4m2,FA,FLVY-007,FLOOR FINISH: vinyl; seamless; coved; standard slip resistant,ACABADO DEL PISO: vinilo; sin costuras; cóncavo; estándar antideslizante,FINITION DU SOL : vinyle; sans couture; à gorge; antidérapant standard,1
BBEV-OP,Bay - Beverage; Open Plan; 4m2,FA,FLSK-010,SKIRTING: vinyl; floor vinyl coved; 150H; prefinished,RODAPIÉS: vinilo; suelo vinílico cóncavo; 150H; preacabado,PLINTHE : vinyle; revêtement de sol en vinyle; 150H; préfini,1
BBEV-OP,Bay - Beverage; Open Plan; 4m2,FA,DWPR-010,DOOR PROTECTION: to door frame; PVC; prefinished,PROTECCIÓN DE LA PUERTA: al marco de la puerta; PVC; preacabado,PROTECTION DE LA PORTE : jusqu'au cadre de la porte; PVC; préfini,1
BBEV-OP,Bay - Beverage; Open Plan; 4m2,FA,WLPR-010,WALL PROTECTION: corner guards; to 900 AFFL,PROTECCIÓN DE PARED: cantoneras; hasta 900 AFFL,PROTECTION MURALE : cornières; jusqu'à 900 AFFL,1
BBEV-OP,Bay - Beverage; Open Plan; 4m2,FA,WLWA-007,WALL FINISH: splashback,ACABADO DE PARED: salpicadero,FINITION MURALE : crédence,1
BBEV-OP,Bay - Beverage; Open Plan; 4m2,FA,WLWA-004,WALL FINISH: paint; acrylic; washable,ACABADO DE PARED: pintura; acrílico; lavable,FINITION MURALE : peinture; acrylique; lavable,1
BBEV-OP,Bay - Beverage; Open Plan; 4m2,FA,CLGE-001,CEILING: plasterboard; bulkhead; paint,TECHO: placas de yeso; mamparo; pintura,PLAFOND : plaques de plâtre; cloison; peinture,1
