item_type,item_code,item_name_en,item_name_es,item_name_fr
FFE,FIDI-019,DISPENSER: gown/apron,DISPENSADOR: bata/delantal,DISTRIBUTEUR : blouse/tablier
FFE,FIDI-021,DISPENSER: mask,DISPENSADOR: mascarilla,DISTRIBUTEUR : masque
FFE,FIDI-022,DISPENSER: moisturiser,DISPENSADOR: crema hidratante,DISTRIBUTEUR : hydratant
FFE,FIDI-025,DISPENSER: paper/hand towel,DISPENSADOR: papel / toalla de mano,DISTRIBUTEUR : papier/essuie-mains
FFE,FIDI-028,DISPENSER: scrub brush,DISPENSADOR: cepillo para fregar,DISTRIBUTEUR : brosse à récurer
FFE,FIDI-030,DISPENSER: soap,DISPENSADOR: jabón,DISTRIBUTEUR : savon
FFE,FIDI-031,DISPENSER: soap antiseptic,DISPENSADOR: jabón antiséptico,DISTRIBUTEUR : savon antiseptique
FFE,FIDI-036,DISPENSER: toilet paper,DISPENSADOR: papel higiénico,DISTRIBUTEUR : papier toilette
FFE,FIDI-038,"DISPENSER: toilet paper, recessed","DISPENSADOR: papel higiénico, empotrado","DISTRIBUTEUR : papier toilette, encastré"
FFE,FIDI-049,"HOLDER: soap/shampoo, non-recessed","TITULAR: jabón / champú, no empotrable","SUPPORT : savon/shampoing, non encastré"
FFE,FIDI-051,"HOLDER: soap/shampoo, recessed, vertical format","SOPORTE: jabón/champú, empotrado, formato vertical","SUPPORT : savon/shampoing, encastré, format vertical"
FFE,FIDI-052,DISPENSER: sticker roll,DISPENSADOR: rollo de pegatinas,DISTRIBUTEUR : rouleau d'autocollants
FFE,FIDI-053,DISPENSER: velcro,DISPENSADOR: velcro,DISTRIBUTEUR: velcro
FFE,FIDI-054,DISPENSER: ppe combination,DISPENSADOR: combinación ppe,DISTRIBUTEUR : combinaison ppe
FFE,FIGE-001,"BENCH SEAT: fixed, fold up/down, wet area, wall mounted","ASIENTO DE BANCO: fijo, abatible hacia arriba/abajo, área húmeda, montado en la pared","BANQUETTE : fixe, rabattable, zone humide, fixée au mur"
FFE,FIGE-003,"BENCH SEAT: fixed, indoor","ASIENTO DE BANCO: fijo, interior","BANQUETTE : fixe, d'intérieur"
FFE,FIGE-009,"PLATFORM: equipment washing, wall mounted","PLATAFORMA: equipo de lavado, montado en la pared","PLATEFORME : lavage de matériel, murale"
FFE,FIGE-010,PASSTHROUGH: to bench,PASSTHROUGH: al banco,PASSTHROUGH : au banc
FFE,FIGE-011,BACKREST: accessible toilet,RESPALDO: WC accesible,DOSSIER : toilettes accessibles
FFE,FIHR-002,"BRACKET: for CCTV camera, ceiling mounted","SOPORTE: para cámara CCTV, montaje en techo","SUPPORT : pour caméra de vidéosurveillance, montage au plafond"
FFE,FIHR-004,"BRACKET: for display screen, ceiling mounted","SOPORTE: para pantalla, montaje en techo","SUPPORT : pour écran d'affichage, montage au plafond"
FFE,FIHR-005,"BRACKET: for display screen, PACS, wall mounted","SOPORTE: para pantalla de visualización, PACS, montado en la pared","SUPPORT : pour écran d'affichage, PACS, mural"
FFE,FIHR-006,"BRACKET: for display screen, wall mounted","SOPORTE: para pantalla de visualización, montado en la pared","SUPPORT : pour écran d'affichage, fixé au mur"
FFE,FIHR-007,BRACKET: for dryer,SOPORTE: para secadora,SUPPORT : pour sèche-linge
FFE,FIHR-011,"BRACKET: for monitor, wall mounted","SOPORTE: para monitor, montaje en pared","SUPPORT : pour moniteur, montage mural"
FFE,FIHR-013,"BRACKET: for monitor, ECG","SOPORTE: para monitor, ECG","SUPPORT : pour moniteur, ECG"
FFE,FIHR-016,BRACKET: for sharps bin,SOPORTE: para contenedor de objetos punzantes,SUPPORT : pour bac à objets tranchants
FFE,FIHR-019,BRACKET: for suction bottle,SOPORTE: para botella de succión,SUPPORT : pour bouteille d'aspiration
FFE,FIHR-025,HOOK: catheter bag,GANCHO: bolsa de catéter,CROCHET : sac de cathéter
FFE,FIHR-026,HOOK: coat,GANCHO: abrigo,CROCHET : manteau
FFE,FIHR-027,"HOOK: coat, collapsible, anti ligature","GANCHO: abrigo, plegable, anti ligadura","CROCHET : manteau, pliable, anti ligature"
FFE,FIHR-029,HOOK: equipment,GANCHO: equipo,CROCHET : équipement
FFE,FIHR-030,"HOOK: equipment, on mounting plate","GANCHO: equipo, en placa de montaje","CROCHET : équipement, sur plaque de montage"
FFE,FIHR-033,"PANEL: for storage bins, wall mount","PANEL: para contenedores de almacenamiento, montaje en pared","PANNEAU : pour bacs de rangement, fixation murale"
FFE,FIHR-038,RACK: bowl/basin,REJILLA: cubeta/lavabo,RACK : bol/bassin
FFE,FIHR-040,RACK: broom/mop,RACK: escoba / fregona,RACK : balai/serpillière
FFE,FIHR-044,RACK: lead apron,RACK: delantal de plomo,RACK : tablier en plomb
FFE,FIHR-045,RACK: magazine/pamphlet,RACK: revista/folleto,RACK : magazine/brochure
FFE,FIHR-053,RACK: pan & urinal,RACK: pan y urinario,RACK : casserole et urinoir
FFE,FIHR-055,RACK: scanhead,RACK: cabeza de exploración,RACK : tête de lecture
FFE,FIHR-061,RACK: weights,RACK: pesas,RACK : poids
FFE,FIHR-062,RACK: wire basket,RACK: canasta de alambre,RACK : panier en fil
FFE,FIHR-063,"BRACKET: for all-in-one computer, with keyboard shelf, wall mounted","SOPORTE: para computadora todo en uno, con estante para teclado, montado en la pared","SUPPORT : pour ordinateur tout-en-un, avec tablette pour clavier, fixation murale"
FFE,FIHR-064,"BRACKET: for display screen, arm mounted, rotating","SOPORTE: para pantalla, montado en brazo, giratorio","SUPPORT : pour écran d'affichage, monté sur bras, rotatif"
FFE,FIHR-065,"BRACKET: for bench, 450D, wall mounted","SOPORTE: para banco, 450D, montado en la pared","SUPPORT : pour banc, 450D, mural"
FFE,FIHR-066,"BRACKET: for display screen, wall mounted, articulated, adj height","SOPORTE: para pantalla, de pared, articulado, regulable en altura","SUPPORT : pour écran d'affichage, mural, articulé, réglable en hauteur"
FFE,FIHR-067,"BRACKET: for monitor, wall mounted, articulated, adj height","SOPORTE: para monitor, montado en la pared, articulado, altura ajustable","SUPPORT : pour moniteur, mural, articulé, réglable en hauteur"
FFE,FIHR-068,"BRACKET: for alcohol based hand rub, attached to bed","SOPORTE: para desinfectante de manos a base de alcohol, fijado a la cama","SUPPORT : pour désinfectant pour les mains à base d'alcool, fixé au lit"
FFE,FIHR-069,RACK: bottle,SOPORTE: botella,RACK : bouteille
FFE,FIHR-070,"BRACKET: for display screen, dual, desk mounted","SOPORTE: para pantalla de visualización, doble, de sobremesa","SUPPORT : pour écran d'affichage, double, monté sur un bureau"
FFE,FIHR-071,"BRACKET: for E2/G2 cylinder, 1 cylinder","SOPORTE: para cilindro E2 / G2, 1 cilindro","SUPPORT : pour cylindre E2/G2, 1 cylindre"
FFE,FIHR-075,"BRACKET: for computer CPU, underdesk mounted","SOPORTE: para CPU de computadora, montaje debajo del escritorio","SUPPORT : pour le processeur de l'ordinateur, monté sous le bureau"
FFE,FIHR-076,"BRACKET: for display screen, triple, desk mounted","SOPORTE: para pantalla de visualización, triple, montado en escritorio","SUPPORT : pour écran d'affichage, triple, monté sur bureau"
FFE,FIHR-077,"BRACKET: for observation camera, ceiling mounted","SOPORTE: para cámara de observación, montaje en techo","SUPPORT : pour caméra d'observation, montage au plafond"
FFE,FIHR-078,"BRACKET: for observation camera, wall mounted","SOPORTE: para cámara de observación, montado en la pared","SUPPORT : pour caméra d'observation, fixation murale"
FFE,FIHR-080,"BRACKET: for bench, 750D, wall mounted","SOPORTE: para banco, 750D, montado en la pared","SUPPORT : pour banc, 750D, mural"
FFE,FIHR-081,"BRACKET: for all-in-one computer, with keyboard shelf, wall mounted, articulated","SOPORTE: para ordenador todo en uno, con estante para teclado, de pared, articulado","SUPPORT : pour ordinateur tout-en-un, avec tablette clavier, mural, articulé"
FFE,FIHR-082,"BRACKET: for observation camera, MRI compatible, wall mounted","SOPORTE: para cámara de observación, compatible con MRI, montado en la pared","SUPPORT : pour caméra d'observation, compatible IRM, fixation murale"
FFE,FIHR-083,"BRACKET: for neonatal camera, crib mounted","SOPORTE: para cámara neonatal, montada en cuna","SUPPORT : pour caméra néonatale, monté sur berceau"
FFE,FIHR-084,BRACKET: for oxygen and air mixer,SOPORTE: para mezclador de oxígeno y aire,SUPPORT : pour mélangeur d'oxygène et d'air
FFE,FIHR-085,"BRACKET: for neonatal monitor, crib mounted","SOPORTE: para monitor neonatal, montado en cuna","SUPPORT : pour moniteur néonatal, monté sur berceau"
FFE,FIHR-086,"BRACKET: for CPAP ventilator, wall mounted","SOPORTE: para ventilador CPAP, montado en la pared","SUPPORT : pour ventilateur CPAP, fixé au mur"
FFE,FIHR-088,"BRACKET: for monitor, desk mounted, articulated, adj height","SOPORTE: para monitor, montado en escritorio, articulado, altura ajustable","SUPPORT : pour moniteur, monté sur bureau, articulé, réglable en hauteur"
FFE,FIHR-089,"BRACKET: surface guided radiation therapy system, ceiling mounted","SOPORTE: sistema de radioterapia guiada por superficie, montado en el techo","SUPPORT : système de radiothérapie à guidage de surface, monté au plafond"
FFE,FIHR-090,"BRACKET: for oxygen cylinder, trolley mounted","SOPORTE: para cilindro de oxígeno, montado en carro","SUPPORT : pour bouteille d'oxygène, monté sur chariot"
FFE,FIHR-091,"RACK: lead apron, single","RACK: delantal de plomo, sencillo","RACK : tablier en plomb, simple"
FFE,FIHR-092,"HOOK: anchor, patient ladder","GANCHO: ancla, escalera del paciente","CROCHET : ancre, échelle patient"
FFE,FIHR-093,"BRACKET: keyboard shelf, wall mounted","SOPORTE: estante para teclado, montado en la pared","SUPPORT : étagère pour clavier, fixée au mur"
FFE,FIJO-010,"BENCH: 450D, open under","BANCO: 450D, abierto debajo","BANC : 450D, ouvert sous"
FFE,FIJO-011,"BENCH: 450D, open under, laminate finish","BANCO: 450D, abierto debajo, acabado laminado","BANC : 450D, ouvert en dessous, finition stratifié"
FFE,FIJO-013,"BENCH: 450D, open under, stainless steel","BANCO: 450D, abierto bajo, acero inoxidable","BANC : 450D, ouvert en dessous, acier inoxydable"
FFE,FIJO-017,"BENCH: 600D, open under","BANCO: 600D, abierto debajo","BANC : 600D, ouvert sous"
FFE,FIJO-020,"BENCH: 600D, open under, laminate finish","BANCO: 600D, abierto por debajo, acabado laminado","BANC : 600D, ouvert en dessous, finition stratifié"
FFE,FIJO-021,"BENCH: 600D, open under, stainless steel lipped","BANCO: 600D, abierto por debajo, con reborde de acero inoxidable","BANC : 600D, ouvert en dessous, rebord en acier inoxydable"
FFE,FIJO-029,"BENCH: 750D, open under, X-ray","BANCO: 750D, abierto por debajo, rayos X","BANC : 750D, ouvert sous, radiographie"
FFE,FIJO-031,"BENCH: 750D, open under, laminate finish","BANCO: 750D, abierto debajo, acabado laminado","BANC : 750D, ouvert en dessous, finition stratifié"
FFE,FIJO-033,"BENCH: 600D, open under, laminate finish, corner unit","BANCO: 600D, abierto debajo, acabado laminado, unidad de esquina","BANC: 600D, ouvert dessous, fini stratifié, unité de coin"
FFE,FIJO-044,"BENCH: special depth, open under","BANCO: profundidad especial, abierto bajo","BANC : profondeur spéciale, ouvert sous"
FFE,FIJO-051,"BENCH TOP: 450D, joinery under","BANCO SUPERIOR: 450D, carpintería debajo","BANC TOP : 450D, menuiserie sous"
FFE,FIJO-052,"BENCH TOP: 450D, joinery under, laminate finish","BANCO SUPERIOR: 450D, carpintería debajo, acabado laminado","BANC TOP : 450D, sous menuiserie, finition stratifié"
FFE,FIJO-058,"BENCH TOP: 600D, joinery under","BANCO SUPERIOR: 600D, carpintería bajo","BANC TOP : 600D, menuiserie sous"
FFE,FIJO-059,"BENCH TOP: 600D, joinery under, laminate finish","BANCO SUPERIOR: 600D, carpintería debajo, acabado laminado","BANC TOP : 600D, sous menuiserie, finition stratifié"
FFE,FIJO-060,"BENCH TOP: 600D, joinery under, stainless steel lipped","BANCO SUPERIOR: 600D, carpintería debajo, labio de acero inoxidable","BANC TOP : 600D, menuiserie dessous, rebord inox"
FFE,FIJO-069,"BENCH TOP: 750D, joinery under, laminate finish","BANCO SUPERIOR: 750D, carpintería debajo, acabado laminado","BANC TOP : 750D, sous menuiserie, finition stratifié"
FFE,FIJO-099,CAC: cable access cap,CAC: tapa de acceso a cables,CAC : capuchon d'accès au câble
FFE,FIJO-100,"BENCH LEGS: stainless steel, for bench top","PATAS DE BANCO: acero inoxidable, para encimera","PIEDS DE BANC : acier inoxydable, pour plan de travail"
FFE,FIJO-102,CUPBOARD: drawer unit,ARMARIO: cajonera,ARMOIRE : caisson à tiroirs
FFE,FIJO-104,"CUPBOARD: drawer unit, 3 equal","ARMARIO: cajonera, 3 iguales","ARMOIRE : bloc tiroirs, 3 égaux"
FFE,FIJO-106,"CUPBOARD: drawer unit, 4 equal","ARMARIO: cajonera, 4 iguales","ARMOIRE : bloc tiroirs, 4 égaux"
FFE,FIJO-108,"CUPBOARD: drawer unit, baskets, 3 x Wire (400mm wide)","ARMARIO: cajonera, cestas, 3 x Alambre (400 mm de ancho)","ARMOIRE : caisson à tiroirs, corbeilles, 3 x fil (largeur 400 mm)"
FFE,FIJO-114,"CUPBOARD: drawer unit, lockable","ARMARIO: cajonera, con llave","ARMOIRE : bloc à tiroirs, verrouillable"
FFE,FIJO-116,"CUPBOARD: tall, double door, adj shelves","ARMARIO: alto, puerta doble, estantes ajustables","ARMOIRE : haute, double porte, étagères adj"
FFE,FIJO-117,"CUPBOARD: tall, double door, adj shelves, lockable","ARMARIO: alto, puerta doble, estantes ajustables, con cerradura","ARMOIRE : haute, double porte, étagères ajustables, verrouillable"
FFE,FIJO-124,"CUPBOARD: tall, triple door, adj shelves, lockable","ARMARIO: alto, puerta triple, estantes adjuntos, con cerradura","ARMOIRE : haute, triple porte, étagères ajustables, verrouillable"
FFE,FIJO-127,"CUPBOARD: tall, shelf unit, adj shelves, heavy duty","ARMARIO: alto, estantería, estantes adjuntos, resistente","ARMOIRE : haut, étagère, étagères adj, robuste"
FFE,FIJO-130,"CUPBOARD: tall, single door, adj shelves and clothes rail","ARMARIO: alto, de una sola puerta, estantes adjuntos y barra para ropa","ARMOIRE : grande porte simple, étagères ajustables et tringle à vêtements"
FFE,FIJO-131,"CUPBOARD: tall, single door, adj shelves, lockable","ARMARIO: alto, una puerta, estantes ajustables, con cerradura","ARMOIRE : haute, porte simple, étagères ajustables, verrouillable"
FFE,FIJO-134,"CUPBOARD: tall, shelf unit, fixed shelves, anti-ligature, 600D","ARMARIO: alto, estantería, estantes fijos, anti-ligaduras, 600D","ARMOIRE : haute, étagère, étagères fixes, anti-ligature, 600D"
FFE,FIJO-135,"CUPBOARD: underbench, double door, adj shelves","ARMARIO: bajo banco, puerta doble, estantes adj.","ARMOIRE : sous-banc, double porte, étagères adj"
FFE,FIJO-136,"CUPBOARD: underbench, double door, adj shelves, lockable","ARMARIO: bajo banco, puerta doble, estantes ajustables, con cerradura","ARMOIRE : sous-banc, double porte, étagères adj, verrouillable"
FFE,FIJO-140,"CUPBOARD: underbench, single door, adj shelves","ARMARIO: debajo del banco, una puerta, estantes ajustables","ARMOIRE : sous-banc, porte simple, étagères adj"
FFE,FIJO-141,"CUPBOARD: underbench, single door, adj shelves, lockable","ARMARIO: debajo del banco, una puerta, estantes ajustables, con cerradura","ARMOIRE : sous-banc, porte simple, étagères adj, verrouillable"
FFE,FIJO-142,"CUPBOARD: underbench, single, adj shelves, with single drawer","ARMARIO: debajo del banco, simple, estantes ajustables, con un cajón","ARMOIRE : sous-banc, simple, étagères adj, avec tiroir simple"
FFE,FIJO-143,"CUPBOARD: wall mount, double door, adj shelves","ARMARIO: montaje en pared, puerta doble, estantes adj.","ARMOIRE : support mural, double porte, étagères adj"
FFE,FIJO-144,"CUPBOARD: wall mount, double door, adj shelves, anti ligature","ARMARIO: montaje en pared, puerta doble, estantes adj, anti ligadura","ARMOIRE : support mural, double porte, étagères adj, anti ligature"
FFE,FIJO-145,"CUPBOARD: wall mount, double door, adj shelves, lockable","ARMARIO: montaje en pared, puerta doble, estantes ajustables, con cerradura","ARMOIRE : support mural, double porte, étagères adj, verrouillable"
FFE,FIJO-148,"CUPBOARD: wall mount, double door, glazed, adj shelves, lockable","ARMARIO: montaje en pared, puerta doble, vidriado, estantes adj, bloqueable","ARMOIRE : support mural, double porte, vitré, étagères adj, verrouillable"
FFE,FIJO-152,"CUPBOARD: wall mount, shelf unit, adj shelves","ARMARIO: montaje en pared, estantería, estantes adj.","ARMOIRE : support mural, étagère, étagères adj"
FFE,FIJO-153,"CUPBOARD: wall mount, shelf unit, adj shelves for microwave","ARMARIO: montaje en pared, estantería, estantes adjuntos para microondas","ARMOIRE : support mural, étagère, étagères adj pour micro-ondes"
FFE,FIJO-154,"CUPBOARD: wall mount, shelf unit, fixed shelves","ARMARIO: de pared, estantería, estantes fijos","ARMOIRE : support mural, étagère, étagères fixes"
FFE,FIJO-156,"CUPBOARD: wall mount, single door, adj shelves","ARMARIO: montaje en pared, puerta simple, estantes ajustables","ARMOIRE : support mural, porte simple, étagères adj"
FFE,FIJO-157,"CUPBOARD: wall mount, single door, adj shelves, lockable","ARMARIO: montaje en pared, una puerta, estantes adjuntos, con cerradura","ARMOIRE : support mural, porte simple, étagères ajustables, verrouillable"
FFE,FIJO-159,"CUPBOARD: wall mount, single door, glazed, adj shelves, lockable","ARMARIO: montaje en pared, puerta simple, vidriado, estantes adjuntos, con cerradura","ARMOIRE : fixation murale, porte simple, vitrée, étagères ajustables, verrouillable"
FFE,FIJO-160,"CUPBOARD: wall mount, double door, fixed shelf over","ARMARIO: montaje en pared, puerta doble, estante fijo sobre","ARMOIRE : support mural, double porte, étagère fixe au-dessus"
FFE,FIJO-162,"CUPBOARD: tall, single door, to conceal services","ARMARIO: alto, de una puerta, para ocultar servicios","ARMOIRE : haute, porte simple, pour dissimuler les services"
FFE,FIJO-163,"CUPBOARD: tall, single microwave ","ARMARIO: alto, microondas individual","PLACARD : haut, micro-onde simple"
FFE,FIJO-164,"CUPBOARD: tall, double microwave ","ARMARIO: alto, microondas doble","PLACARD : haut, double micro-ondes"
FFE,FIJO-165,"CUPBOARD: tall, applicator storage, radiotherapy ","ARMARIO: alto, almacenamiento de aplicadores, radioterapia","ARMOIRE : haut, rangement applicateur, radiothérapie"
FFE,FIJO-166,"CUPBOARD: tall, shelving, horizontal patient device storage, radiotherapy","ARMARIO: alto, estantería, almacenamiento horizontal de dispositivos para pacientes, radioterapia","ARMOIRE : grand, étagères, rangement horizontal des appareils du patient, radiothérapie"
FFE,FIJO-167,"CUPBOARD: tall, shelving, vertical patient device storage, radiotherapy","ARMARIO: alto, estantería, almacenamiento vertical de dispositivos de pacientes, radioterapia","ARMOIRE : grand, étagères, rangement vertical des appareils pour le patient, radiothérapie"
FFE,FIJO-170,JOINERY UNIT: counter top and screen under,UNIDAD DE CARPINTERÍA: encimera y pantalla debajo,UNITÉ DE MENUISERIE : plan de travail et écran sous
FFE,FIJO-171,"JOINERY UNIT: counter top and screen under, accessible","UNIDAD DE CARPINTERÍA: encimera y mampara debajo, accesible","UNITÉ DE MENUISERIE : plan de travail et écran sous, accessible"
FFE,FIJO-177,"JOINERY UNIT: reception desk, high performance surfaces","UNIDAD DE CARPINTERÍA: mostrador de recepción, superficies de alto rendimiento","UNITÉ MENUISERIE : banque d'accueil, surfaces performantes"
FFE,FIJO-178,JOINERY UNIT: staff station,UNIDAD DE CARPINTERÍA: puesto de personal,UNITÉ DE MENUISERIE : poste du personnel
FFE,FIJO-180,JOINERY UNIT: stationery slots,UNIDAD DE CARPINTERÍA: ranuras de papelería,UNITÉ DE MENUISERIE : emplacements de papeterie
FFE,FIJO-181,"JOINERY UNIT: vanity, single basin","MUEBLE DE CARPINTERÍA: tocador, lavabo simple","UNITÉ DE MENUISERIE : vanité, vasque simple"
FFE,FIJO-182,JOINERY UNIT: reception desk,UNIDAD DE CARPINTERÍA: mostrador de recepción,UNITÉ MENUISERIE : bureau d'accueil
FFE,FIJO-184,"CUPBOARD: underbench, double door, no shelves, no toeplate, lockable","ARMARIO: debajo del banco, puerta doble, sin estantes, sin placa de pie, con cerradura","ARMOIRE : sous-banc, double porte, sans étagères, sans plinthe, verrouillable"
FFE,FIJO-185,"JOINERY UNIT: counter top and screen under, emergency reception","CARPINTERÍA: encimera y mampara bajo, recepción de emergencia","UNITÉ DE MENUISERIE : plan de travail et écran dessous, accueil d'urgence"
FFE,FIJO-186,"JOINERY UNIT: counter top and screen under, accessible, emergency reception","UNIDAD DE CARPINTERÍA: encimera y mampara debajo, accesible, recepción de emergencia","UNITÉ DE MENUISERIES : plan de travail et paravent en dessous, accessible, accueil d'urgence"
FFE,FIJO-191,SHELF: above basin,REPISA: encima del lavabo,ÉTAGÈRE : au-dessus du bassin
FFE,FIJO-193,SHELF: flowers,ESTANTE: flores,ÉTAGÈRE : fleurs
FFE,FIJO-194,SHELF: laminate,ESTANTE: laminado,ÉTAGÈRE : stratifié
FFE,FIJO-196,"SHELF: stainless steel, overbench, wall mount","ESTANTE: acero inoxidable, sobre mesa, montaje en pared","ÉTAGÈRE : acier inoxydable, overbench, support mural"
FFE,FIJO-197,"SHELF: stainless steel, underbench","ESTANTE: acero inoxidable, debajo del banco","ÉTAGÈRE : acier inoxydable, sous-banc"
FFE,FIJO-205,"CUPBOARD: drawer unit, single drawer, lockable","ARMARIO: cajonera, un cajón, con cerradura","ARMOIRE : bloc à tiroirs, tiroir simple, verrouillable"
FFE,FIJO-207,"CUPBOARD: wall mount, shelf unit, adj shelves for microwave, short","ARMARIO: montaje en pared, estantería, estantes adjuntos para microondas, corto","ARMOIRE : support mural, étagère, étagères adj pour micro-ondes, court"
FFE,FIJO-208,"CUPBOARD: wall mount, shelf unit, fixed shelves, for av equipment","ARMARIO: de pared, estantería, estantes fijos, para equipos de audio y video","ARMOIRE : support mural, étagère, étagères fixes, pour équipement audiovisuel"
FFE,FIJO-209,"CUPBOARD: tall, single door, adj shelves and clothes rail, recessed ","ARMARIO: alto, puerta simple, estantes ajustables y barra para ropa, empotrado","ARMOIRE : haut, porte simple, étagères adj et tringle à vêtements, encastré"
FFE,FIJO-210,BEDHEAD: mental health,BEDHEAD: salud mental,TÊTE DE LIT : santé mentale
FFE,FIJO-212,BULKHEAD: joinery,MAMPARO: carpintería,CLOISON : menuiserie
FFE,FIJO-213,PANEL: joinery carcass end,PANEL: extremo de la carcasa de carpintería,PANNEAU : menuiserie bout de corps
FFE,FIJO-214,"CUPBOARD: tall, double door, glazed, adj shelves, lockable","ARMARIO: alto, puerta doble, vidriado, estantes ajustables, con cerradura","ARMOIRE : haute, double porte, vitrée, étagères ajustables, verrouillable"
FFE,FIJO-215,"CUPBOARD: tall, shelf unit, fixed shelves, anti-ligature, 500D","ARMARIO: alto, estantería, estantes fijos, anti-ligaduras, 500D","ARMOIRE : haute, étagère, étagères fixes, anti-ligature, 500D"
FFE,FIJO-216,"CUPBOARD: pigeon holes, under bench","ARMARIO: casilleros, bajo banco","ARMOIRE : pigeonniers, sous banc"
FFE,FIJO-218,"CUPBOARD: tall, double door, adj shelves, lockable, heavy duty","ARMARIO: alto, puerta doble, estantes ajustables, con llave, resistente","ARMOIRE : haute, double porte, étagères réglables, verrouillable, robuste"
FFE,FIJO-220,"CUPBOARD: tall, double door, glazed, catheter hanging","ARMARIO: alto, doble puerta, vidriado, catéter colgante","ARMOIRE : haute, double porte, vitrée, cathéter suspendu"
FFE,FIJO-221,"CUPBOARD: tall, double door, glazed","ARMARIO: alto, doble puerta, acristalado","ARMOIRE : haute, double porte, vitrée"
FFE,FIJO-222,"CUPBOARD: tall, single door, fixed shelf, ADL Laundry","ARMARIO: alto, de una puerta, estante fijo, ADL Laundry","ARMOIRE : haute, porte simple, étagère fixe, ADL Laundry"
FFE,FIJO-223,"CUPBOARD: tall, oven cabinet",ARMARIO: mueble alto para horno,"PLACARD : haut, armoire four"
FFE,FIJO-224,PANEL: joinery fixed panel,PANEL: panel fijo para carpintería,PANNEAU : menuiserie panneau fixe
FFE,FIJO-225,"CUPBOARD: tall, pigeon hole shelf unit, gymnasium","ARMARIO: alto, casillero, estantería, gimnasio","ARMOIRE : haut, étagère pigeonnier, gymnase"
FFE,FIJO-226,"CUPBOARD: drawer unit, bin enclosure","ARMARIO: cajonera, compartimento para papeleras","ARMOIRE : caisson à tiroirs, boîtier poubelle"
FFE,FIJO-227,"CUPBOARD: tall, double door, gym equipment storage","ARMARIO: alto, de doble puerta, para guardar equipos de gimnasia","PLACARD : haut, double porte, rangement pour équipement de gym"
FFE,FIJO-228,"JOINERY UNIT: sink shroud, accessible","UNIDAD DE CARPINTERÍA: cubierta de fregadero, accesible","UNITÉ DE MENUISERIES : carénage d'évier, accessible"
FFE,FIJO-229,"JOINERY UNIT: reception counter, pharmacy","UNIDAD DE CARPINTERÍA: mostrador de recepción, farmacia","UNITÉ MENUISERIE : comptoir d'accueil, pharmacie"
FFE,FIJO-230,"JOINERY UNIT: reception counter, pharmacy, accessible","CARPINTERÍA: mostrador de recepción, farmacia, accesible","UNITÉ DE MENUISERIE : comptoir d'accueil, pharmacie, accessible"
FFE,FIJO-231,"CUPBOARD: radiotherapy, laser enclosure","ARMARIO: radioterapia, recinto láser","ARMOIRE : radiothérapie, enceinte laser"
FFE,FIRT-003,"GRAB RAIL: shower, horizontal","BARANDILLA: ducha, horizontal","RAIL D'APPUI : douche, horizontale"
FFE,FIRT-004,"GRAB RAIL: shower, anti ligature","BARANDILLA DE APOYO: ducha, anti ligadura","GRAB RAIL : douchette, anti ligature"
FFE,FIRT-005,GRAB RAIL: stainless steel,BARANDILLA DE APOYO: acero inoxidable,RAIL D'APPUI : acier inoxydable
FFE,FIRT-006,GRAB RAIL: WC,BARANDILLA DE ASA: WC,RAIL D'APPUI : WC
FFE,FIRT-007,"GRAB RAIL: WC, accessible use","BARANDILLA: WC, uso accesible","RAIL D'APPUI : WC, usage accessible"
FFE,FIRT-008,"GRAB RAIL: WC, hinged","BARANDILLA DE APOYO: WC, con bisagras","RAIL D'APPUI : WC, articulé"
FFE,FIRT-009,"GRAB RAIL: WC, anti ligature","PASADOR: WC, anti ligadura","RAIL D'APPUI : WC, anti ligature"
FA,FIRT-010,HANDRAIL,PRETIL,BALUSTRADE
FFE,FIRT-012,RAIL: equipment,FERROCARRIL: equipamiento,FERROVIAIRE : équipement
FFE,FIRT-016,RAIL: towel,RAIL: toalla,RAIL : serviette
FFE,FIRT-017,"STEEL MESH: framed, ceiling mount","STEEL MESH: enmarcado, montaje en techo","MESH EN ACIER : encadré, montage au plafond"
FFE,FIRT-020,"TRACK: ceiling mounted, IV","PISTA: de techo, IV","PISTE : montée au plafond, IV"
FFE,FIRT-021,"TRACK: curtain, bedscreen","PISTA: cortina, mampara de cama","PISTE : rideau, paravent"
FFE,FIRT-022,"TRACK: curtain, bedscreen, 2nd bed","PISTA: cortina, mampara de cama, segunda cama","PISTE : rideau, paravent, 2ème lit"
FFE,FIRT-023,"TRACK: curtain, bedscreen, L shaped","PISTA: cortina, mampara de cama, en forma de L","PISTE : rideau, paravent, en forme de L"
FFE,FIRT-025,"TRACK: curtain, bedscreen, U shaped","PISTA: cortina, mampara, en forma de U","PISTE : rideau, paravent, en U"
FFE,FIRT-027,"TRACK: curtain, box pelmet","PISTA: cortina, cenefa de caja","PISTE : rideau, cantonnière"
FFE,FIRT-029,"TRACK: curtain, plastic, recessed","PISTA: cortina, plástico, empotrada","PISTE : rideau, plastique, encastré"
FFE,FIRT-030,"TRACK: curtain, flat pelmet","PISTA: cortina, cenefa plana","PISTE : rideau, bandeau plat"
FFE,FIRT-031,"TRACK: curtain, privacy","PISTA: cortina, privacidad","PISTE : rideau, intimité"
