proyecto,unidad,unidad_es,sub-unidad,sub_unidad_es,area,room,room_es,room_qty,room_sup,tipoA,tipoB,item,item_es,item_qty
base,APA,Anatomía Patologica,general,general,Área de apoyo,AHBBF,,1,3,FA,CL,CLCN-002,CORNICE: aluminio ángulo de sombra de 24 mm pintura en polvo,1
base,APA,Anatomía Patologica,general,general,Área de apoyo,AHBBF,,1,3,FFE,FI,FIBM-016,PIZARRA / PIZARRA BLANCA: unidad combinada fija,1
base,APA,Anatomía Patologica,general,general,Área de apoyo,AHBBF,,1,3,FFE,MM,MMLA-051,CONGELADOR: hemoderivados,1
base,APA,Anatomía Patologica,general,general,Área de apoyo,AHBBF,,1,3,FFE,MM,MMLA-052,FRIGORÍFICO: hemoderivados puerta doble,1
base,APA,Anatomía Patologica,general,general,Área de apoyo,AHBBF,,1,3,FFE,FI,FIJO-017,BANCO: 600D abierto debajo,1
base,APA,Anatomía Patologica,general,general,Área de apoyo,AHBBF,,1,3,SE,IT,ITIN-016,SALIDA: datos simple RJ45 montaje en pared,2
base,APA,Anatomía Patologica,general,general,Área de apoyo,AHBBF,,1,3,SE,IT,ITBU-001,ALARMA: monitorización de equipos temperatura,2
base,APA,Anatomía Patologica,general,general,Área de apoyo,AHBBF,,1,3,SE,EL,ELGP-123,GPO: energía de emergencia simple montado en la pared,2
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-12,,1,12,FA,FL,FLCP-006,ACABADO DEL PISO: moqueta losetas de moqueta lana / nailon 90/10,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-12,,1,12,FA,FL,FLSK-009,ZÓCALO: vinilo borde de pluma 150H preacabado,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-12,,1,12,FA,DW,DWPR-010,PROTECCIÓN DE LA PUERTA: al marco de la puerta PVC preacabado,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-12,,1,12,FA,WL,WLWA-004,ACABADO DE PARED: pintura acrílico lavable,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-12,,1,12,FA,CL,CLTI-002,TECHO: acústico losetas empotradas 600 x 1200,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-12,,1,12,FA,CL,CLCN-002,CORNICE: aluminio ángulo de sombra de 24 mm pintura en polvo,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-12,,1,12,FA,DW,DWWH-005,VENTANA,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-12,,1,12,FA,DW,DWGL-005,PUERTA: 910 mm c/o hoja simple panel de observación núcleo sólido/vidrio pintura,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-12,,1,12,FFE,DW,DWWD-006,CIEGO: veneciano,0
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-12,,1,12,FFE,FQ,FQBS-017,SILLA: sala de reuniones,8
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-12,,1,12,FFE,FQ,FQGE-005,RELOJ: analógico funciona con pilas,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-12,,1,12,FFE,FQ,FQCW-016,CUBO: basura general 20L,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-12,,1,12,FFE,DW,DWWD-014,REVESTIMIENTO DE VENTANAS: ventana exterior oscurecimiento,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-12,,1,12,FFE,FI,FIBM-019,PIZARRA: fija magnética,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-12,,1,12,FFE,IT,ITNE-050,TELÉFONO: auricular escritorio manos libres,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-12,,1,12,FFE,FQ,FQTA-020,MESA: rectangular 1500L x 1200W altura de trabajo,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-12,,1,12,SE,IT,ITIN-016,SALIDA: datos simple RJ45 montaje en pared,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-12,,1,12,SE,IT,ITIN-026,SALIDA: datos doble RJ45 montaje en pared,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-12,,1,12,SE,IT,ITIN-070,SALIDA: MATV,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-12,,1,12,SE,EL,ELBO-015,INTERRUPTOR: ligero sencillo,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-12,,1,12,SE,EL,ELGP-208,GPO: doble montado en la pared,4
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,FA,FL,FLCP-006,ACABADO DEL PISO: moqueta losetas de moqueta lana / nailon 90/10,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,FA,FL,FLSK-009,ZÓCALO: vinilo borde de pluma 150H preacabado,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,FA,DW,DWPR-010,PROTECCIÓN DE LA PUERTA: al marco de la puerta PVC preacabado,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,FA,DW,DWOB-004,OBSERVACIÓN: ventana interna alumbre/vidrio persianas internas pintura en polvo,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,FA,WL,WLWA-004,ACABADO DE PARED: pintura acrílico lavable,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,FA,CL,CLTI-002,TECHO: acústico losetas empotradas 600 x 1200,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,FA,CL,CLCN-002,CORNICE: aluminio ángulo de sombra de 24 mm pintura en polvo,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,FA,DW,DWWH-005,VENTANA,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,FA,DW,DWPR-006,PROTECCIÓN DE LA PUERTA: placa de protección hasta 900 AFFL PVC preacabado,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,FA,DW,DWSC-003,PUERTA: 910 mm c / o hoja simple núcleo macizo pintura,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,FA,DW,DWGL-005,PUERTA: 910 mm c/o hoja simple panel de observación núcleo sólido/vidrio pintura,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,FFE,FQ,FQBS-017,SILLA: sala de reuniones,16
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,FFE,FQ,FQGE-005,RELOJ: analógico funciona con pilas,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,FFE,FI,FIJO-136,ARMARIO: bajo banco puerta doble estantes ajustables con cerradura,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,FFE,FQ,FQCW-016,CUBO: basura general 20L,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,FFE,DW,DWWD-013,REVESTIMIENTO DE VENTANAS: ventana exterior,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,FFE,FI,FIHR-006,SOPORTE: para pantalla de visualización montado en la pared,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,FFE,MM,MMOP-060,BASTIDOR: AV,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,FFE,FI,FIBM-013,TABLERO DE ANUNCIOS: fijo cubierto de tela,2
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,FFE,FQ,FQTA-017,MESA: rectangular 1200L x 900W altura de trabajo,4
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,FFE,FI,FIBM-019,PIZARRA: fija magnética,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,FFE,IT,ITNE-060,TELÉFONO: módulo de teleconferencia,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,FFE,IT,ITNE-019,MICRÓFONO: videoconferencia,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,FFE,IT,ITNE-042,ALTAVOZ: videoconferencia montaje en pared,2
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,FFE,IT,ITNE-013,UNIDAD DE CONTROL: videoconferencia,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,FFE,IT,ITNE-004,CAMERA: videoconferencia,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,FFE,IT,ITNE-010,COMPUTADORA: computadora portátil u otro dispositivo móvil,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,FFE,IT,ITAV-051,PANTALLA DE VISUALIZACIÓN: audiovisual,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,FFE,FI,FIJO-052,BANCO SUPERIOR: 450D carpintería debajo acabado laminado,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,SE,IT,ITIN-026,SALIDA: datos doble RJ45 montaje en pared,2
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,SE,IT,ITIN-036,SALIDA: datos triple RJ45 montaje en pared,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,SE,IT,ITIN-022,SALIDA: datos doble RJ45 en caja de suelo,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,SE,IT,ITIN-070,SALIDA: MATV,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,SE,IT,ITIN-143,FLOORBOX: para alimentación datos AV montaje empotrado,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,SE,EL,ELBO-015,INTERRUPTOR: ligero sencillo,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,SE,IT,ITCL-004,BOTÓN: llamada de enfermera emergencia,1
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,SE,EL,ELGP-208,GPO: doble montado en la pared,5
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,SE,EL,ELGP-203,GPO: doble en caja de piso,2
base,APA,Anatomía Patologica,general,general,salas de reuniones,MEET-L-20,,1,20,SE,IT,ITSE-006,BOTÓN: coacción fijo,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,BBEV-OP,,1,4,FA,FL,FLVY-007,ACABADO DEL PISO: vinilo sin costuras cóncavo estándar antideslizante,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,BBEV-OP,,1,4,FA,FL,FLSK-010,RODAPIÉS: vinilo suelo vinílico cóncavo 150H preacabado,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,BBEV-OP,,1,4,FA,DW,DWPR-010,PROTECCIÓN DE LA PUERTA: al marco de la puerta PVC preacabado,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,BBEV-OP,,1,4,FA,WL,WLPR-010,PROTECCIÓN DE PARED: cantoneras hasta 900 AFFL,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,BBEV-OP,,1,4,FA,WL,WLWA-007,ACABADO DE PARED: salpicadero,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,BBEV-OP,,1,4,FA,WL,WLWA-004,ACABADO DE PARED: pintura acrílico lavable,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,BBEV-OP,,1,4,FA,CL,CLGE-001,TECHO: placas de yeso mamparo pintura,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,BBEV-OP,,1,4,FA,CL,CLTI-002,TECHO: acústico losetas empotradas 600 x 1200,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,BBEV-OP,,1,4,FA,CL,CLCN-002,CORNICE: aluminio ángulo de sombra de 24 mm pintura en polvo,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,BBEV-OP,,1,4,FA,DW,DWPR-006,PROTECCIÓN DE LA PUERTA: placa de protección hasta 900 AFFL PVC preacabado,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,BBEV-OP,,1,4,FA,DW,DWGL-020,PUERTA: 1100 mm c/o hoja simple panel de observación núcleo sólido/vidrio pintura,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,BBEV-OP,,1,4,FFE,FI,FIJO-135,ARMARIO: bajo banco puerta doble estantes adj.,2
base,APA,Anatomía Patologica,general,general,áreas de apoyo,BBEV-OP,,1,4,FFE,FI,FIJO-102,ARMARIO: cajonera,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,BBEV-OP,,1,4,FFE,FI,FIJO-143,ARMARIO: montaje en pared puerta doble estantes adj.,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,BBEV-OP,,1,4,FFE,FQ,FQCW-016,CUBO: basura general 20L,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,BBEV-OP,,1,4,FFE,FI,FIJO-153,ARMARIO: montaje en pared estantería estantes adjuntos para microondas,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,BBEV-OP,,1,4,FFE,HY,HYGE-003,UNIDAD DE HERVIDO / AGUA REFRIGERADA: Combinación,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,BBEV-OP,,1,4,FFE,HY,HYTP-029,GRIFERÍA: unidad de agua hirviendo/enfriada (peine),1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,BBEV-OP,,1,4,FFE,HY,HYBA-069,FREGADERO: simple con escurridor 930 mmL,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,BBEV-OP,,1,4,FFE,FQ,FQCA-015,DISPENSADOR: hielo potable,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,BBEV-OP,,1,4,FFE,FQ,FQCA-067,HORNO: microondas doméstico,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,BBEV-OP,,1,4,FFE,HY,HYTP-040,GRIFERÍA: monomando lavabo accesible,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,BBEV-OP,,1,4,FFE,FQ,FQCA-031,FRIGORÍFICO: doméstico 250L,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,BBEV-OP,,1,4,FFE,FI,FIJO-069,BANCO SUPERIOR: 750D carpintería debajo acabado laminado,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,BBEV-OP,,1,4,SE,EL,ELBO-015,INTERRUPTOR: ligero sencillo,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,BBEV-OP,,1,4,SE,EL,ELGP-109,GPO: individual montado en la pared,4
base,APA,Anatomía Patologica,general,general,áreas de apoyo,BBEV-OP,,1,4,SE,EL,ELGP-208,GPO: doble montado en la pared,1
base,APA,Anatomía Patologica,general,general,áreas de personal,BPROP,,1,2,FA,FL,FLVY-007,ACABADO DEL PISO: vinilo sin costuras cóncavo estándar antideslizante,1
base,APA,Anatomía Patologica,general,general,áreas de personal,BPROP,,1,2,FA,FL,FLSK-010,RODAPIÉS: vinilo suelo vinílico cóncavo 150H preacabado,3
base,APA,Anatomía Patologica,general,general,áreas de personal,BPROP,,1,2,FA,WL,WLPR-006,PROTECCIÓN DE PARED: protectores de esquina,2
base,APA,Anatomía Patologica,general,general,áreas de personal,BPROP,,1,2,FA,WL,WLWA-004,ACABADO DE PARED: pintura acrílico lavable,2
base,APA,Anatomía Patologica,general,general,áreas de personal,BPROP,,1,2,FA,CL,CLTI-002,TECHO: acústico losetas empotradas 600 x 1200,1
base,APA,Anatomía Patologica,general,general,áreas de personal,BPROP,,1,2,FA,CL,CLCN-009,CORNICE: fijación de molduras de pared,1
base,APA,Anatomía Patologica,general,general,áreas de personal,BPROP,,1,2,FFE,FQ,FQSN-048,LOCKER: 2 niveles (medio tamaño),2
base,APA,Anatomía Patologica,general,general,áreas de personal,BPROP,,1,2,FFE,FQ,FQSN-050,LOCKER: 4 niveles (tamaño de un cuarto),6
base,APA,Anatomía Patologica,general,general,áreas de personal,BPROP,,1,2,FFE,FI,FIJO-212,MAMPARO: carpintería,1
base,APA,Anatomía Patologica,general,general,áreas de personal,SHST,,1,3,FA,FL,FLSK-010,RODAPIÉS: vinilo suelo vinílico cóncavo 150H preacabado,5
base,APA,Anatomía Patologica,general,general,áreas de personal,SHST,,1,3,FA,FL,FLVY-009,ACABADO DEL PISO: vinilo sin costuras cóncavo área húmeda antideslizante,1
base,APA,Anatomía Patologica,general,general,áreas de personal,SHST,,1,3,FA,DW,DWPR-001,PROTECCIÓN DE LA PUERTA: rodapié hasta 300 AFFL,1
base,APA,Anatomía Patologica,general,general,áreas de personal,SHST,,1,3,FA,WL,WLWA-019,ACABADO DE PARED: vinilo altura completa,6
base,APA,Anatomía Patologica,general,general,áreas de personal,SHST,,1,3,FA,CL,CLFS-009,TECHO: cartón yeso resistente al agua empotrado suspendido pintado lavable,1
base,APA,Anatomía Patologica,general,general,áreas de personal,SHST,,1,3,FA,DW,DWSC-001,PUERTA: 850 mm c / o hoja simple núcleo macizo pintura,1
base,APA,Anatomía Patologica,general,general,áreas de personal,SHST,,1,3,FA,CL,CLCN-008,CORNISA: encastre cuadrado a ras entre pared y techo pintar,1
base,APA,Anatomía Patologica,general,general,áreas de personal,SHST,,1,3,FFE,FI,FIGE-003,ASIENTO DE BANCO: fijo interior,1
base,APA,Anatomía Patologica,general,general,áreas de personal,SHST,,1,3,FFE,FI,FIHR-026,GANCHO: abrigo,1
base,APA,Anatomía Patologica,general,general,áreas de personal,SHST,,1,3,FFE,FI,FIRT-033,PISTA: cortina ducha,1
base,APA,Anatomía Patologica,general,general,áreas de personal,SHST,,1,3,FFE,FQ,FQGE-011,CORTINA: ducha,1
base,APA,Anatomía Patologica,general,general,áreas de personal,SHST,,1,3,FFE,FI,FIDI-030,DISPENSADOR: jabón,1
base,APA,Anatomía Patologica,general,general,áreas de personal,SHST,,1,3,FFE,FI,FIBM-006,ESPEJO: fijo vidrio,1
base,APA,Anatomía Patologica,general,general,áreas de personal,SHST,,1,3,FFE,FI,FIDI-049,TITULAR: jabón / champú no empotrable,1
base,APA,Anatomía Patologica,general,general,áreas de personal,SHST,,1,3,FFE,FI,FIRT-016,RAIL: toalla,1
base,APA,Anatomía Patologica,general,general,áreas de personal,SHST,,1,3,FFE,HY,HYTP-039,TAPWARE: mezclador ducha acción de palanca,1
base,APA,Anatomía Patologica,general,general,áreas de personal,SHST,,1,3,FFE,HY,HYTP-018,DUCHA: rosa fijo,1
base,APA,Anatomía Patologica,general,general,áreas de personal,SHST,,1,3,SE,HY,HYDR-004,DRENAJE: residuos de suelo,1
base,APA,Anatomía Patologica,general,general,áreas de personal,SHST,,1,3,SE,EL,ELBO-015,INTERRUPTOR: ligero sencillo,1
base,APA,Anatomía Patologica,general,general,áreas de personal,SHST,,1,3,SE,IT,ITSE-038,LECTOR: control de acceso general,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,WCST,,1,3,FA,FL,FLSK-010,RODAPIÉS: vinilo suelo vinílico cóncavo 150H preacabado,5
base,APA,Anatomía Patologica,general,general,áreas de apoyo,WCST,,1,3,FA,FL,FLVY-009,ACABADO DEL PISO: vinilo sin costuras cóncavo área húmeda antideslizante,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,WCST,,1,3,FA,DW,DWPR-001,PROTECCIÓN DE LA PUERTA: rodapié hasta 300 AFFL,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,WCST,,1,3,FA,WL,WLWA-007,ACABADO DE PARED: salpicadero,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,WCST,,1,3,FA,WL,WLWA-004,ACABADO DE PARED: pintura acrílico lavable,4
base,APA,Anatomía Patologica,general,general,áreas de apoyo,WCST,,1,3,FA,CL,CLTI-014,TECHO: placa de yeso resistente al agua baldosas empotradas preacabado 600 x 1200,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,WCST,,1,3,FA,DW,DWSC-001,PUERTA: 850 mm c / o hoja simple núcleo macizo pintura,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,WCST,,1,3,FA,CL,CLCN-009,CORNICE: fijación de molduras de pared,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,WCST,,1,3,FFE,FI,FIHR-026,GANCHO: abrigo,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,WCST,,1,3,FFE,FQ,FQCW-016,CUBO: basura general 20L,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,WCST,,1,3,FFE,FI,FIDI-025,DISPENSADOR: papel / toalla de mano,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,WCST,,1,3,FFE,FI,FIDI-030,DISPENSADOR: jabón,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,WCST,,1,3,FFE,FI,FIDI-036,DISPENSADOR: papel higiénico,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,WCST,,1,3,FFE,FI,FIBM-006,ESPEJO: fijo vidrio,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,WCST,,1,3,FFE,FQ,FQCW-037,BIN: residuos sanitario,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,WCST,,1,3,FFE,HY,HYBA-011,LAVABO: lavado a mano Tipo C,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,WCST,,1,3,FFE,HY,HYTP-036,GRIFERÍA: monomando lavabo palanca,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,WCST,,1,3,FFE,HY,HYWC-008,WC SUITE: estándar,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,WCST,,1,3,SE,HY,HYDR-004,DRENAJE: residuos de suelo,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,WCST,,1,3,SE,EL,ELBO-015,INTERRUPTOR: ligero sencillo,1
base,APA,Anatomía Patologica,general,general,áreas de apoyo,WCST,,1,3,SE,IT,ITSE-038,LECTOR: control de acceso general,1
base,PED,Pediatría,general,general,áreas de apoyo,WAIT-10,,1,10,FA,FL,FLCP-006,ACABADO DEL PISO: moqueta losetas de moqueta lana / nailon 90/10,1
base,PED,Pediatría,general,general,áreas de apoyo,WAIT-10,,1,10,FA,FL,FLSK-009,ZÓCALO: vinilo borde de pluma 150H preacabado,1
base,PED,Pediatría,general,general,áreas de apoyo,WAIT-10,,1,10,FA,WL,WLPR-010,PROTECCIÓN DE PARED: cantoneras hasta 900 AFFL,1
base,PED,Pediatría,general,general,áreas de apoyo,WAIT-10,,1,10,FA,WL,WLWA-004,ACABADO DE PARED: pintura acrílico lavable,1
base,PED,Pediatría,general,general,áreas de apoyo,WAIT-10,,1,10,FA,CL,CLTI-002,TECHO: acústico losetas empotradas 600 x 1200,1
base,PED,Pediatría,general,general,áreas de apoyo,WAIT-10,,1,10,FA,CL,CLCN-002,CORNICE: aluminio ángulo de sombra de 24 mm pintura en polvo,1
base,PED,Pediatría,general,general,áreas de apoyo,WAIT-10,,1,10,FA,DW,DWWH-005,VENTANA,1
base,PED,Pediatría,general,general,áreas de apoyo,WAIT-10,,1,10,FFE,FQ,FQBS-032,SILLA: esperando,5
base,PED,Pediatría,general,general,áreas de apoyo,WAIT-10,,1,10,FFE,FI,FIDI-001,DISPENSADOR: desinfectante de manos a base de alcohol,1
base,PED,Pediatría,general,general,áreas de apoyo,WAIT-10,,1,10,FFE,DW,DWWD-013,REVESTIMIENTO DE VENTANAS: ventana exterior,1
base,PED,Pediatría,general,general,áreas de apoyo,WAIT-10,,1,10,FFE,FI,FIHR-006,SOPORTE: para pantalla de visualización montado en la pared,1
base,PED,Pediatría,general,general,áreas de apoyo,WAIT-10,,1,10,FFE,FI,FIHR-045,RACK: revista/folleto,1
base,PED,Pediatría,general,general,áreas de apoyo,WAIT-10,,1,10,FFE,FI,FIBM-013,TABLERO DE ANUNCIOS: fijo cubierto de tela,1
base,PED,Pediatría,general,general,áreas de apoyo,WAIT-10,,1,10,FFE,IT,ITBU-011,PANTALLA DE VISUALIZACIÓN: MATV,1
base,PED,Pediatría,general,general,áreas de apoyo,WAIT-10,,1,10,FFE,FQ,FQTA-075,MESA: cuadrada 600W baja altura,1
base,PED,Pediatría,general,general,áreas de apoyo,WAIT-10,,1,10,SE,IT,ITIN-070,SALIDA: MATV,1
base,PED,Pediatría,general,general,áreas de apoyo,WAIT-10,,1,10,SE,EL,ELGP-109,GPO: individual montado en la pared,1
base,PED,Pediatría,general,general,áreas de apoyo,WAIT-10,,1,10,SE,EL,ELGP-208,GPO: doble montado en la pared,1
base,PED,Pediatría,general,general,áreas de apoyo,WCAC,,1,6,FA,FL,FLSK-010,RODAPIÉS: vinilo suelo vinílico cóncavo 150H preacabado,5
base,PED,Pediatría,general,general,áreas de apoyo,WCAC,,1,6,FA,FL,FLVY-009,ACABADO DEL PISO: vinilo sin costuras cóncavo área húmeda antideslizante,1
base,PED,Pediatría,general,general,áreas de apoyo,WCAC,,1,6,FA,DW,DWPR-005,PROTECCIÓN DE LA PUERTA: placa de protección hasta 900 AFFL,1
base,PED,Pediatría,general,general,áreas de apoyo,WCAC,,1,6,FA,WL,WLWA-007,ACABADO DE PARED: salpicadero,1
base,PED,Pediatría,general,general,áreas de apoyo,WCAC,,1,6,FA,WL,WLWA-004,ACABADO DE PARED: pintura acrílico lavable,4
base,PED,Pediatría,general,general,áreas de apoyo,WCAC,,1,6,FA,CL,CLTI-014,TECHO: placa de yeso resistente al agua baldosas empotradas preacabado 600 x 1200,1
base,PED,Pediatría,general,general,áreas de apoyo,WCAC,,1,6,FA,DW,DWSC-003,PUERTA: 910 mm c / o hoja simple núcleo macizo pintura,1
base,PED,Pediatría,general,general,áreas de apoyo,WCAC,,1,6,FA,CL,CLCN-009,CORNICE: fijación de molduras de pared,1
base,PED,Pediatría,general,general,áreas de apoyo,WCAC,,1,6,FFE,FQ,FQBS-035,CAMBIO DE MESA: bebé,1
base,PED,Pediatría,general,general,áreas de apoyo,WCAC,,1,6,FFE,FI,FIHR-026,GANCHO: abrigo,2
base,PED,Pediatría,general,general,áreas de apoyo,WCAC,,1,6,FFE,FQ,FQCW-016,CUBO: basura general 20L,1
base,PED,Pediatría,general,general,áreas de apoyo,WCAC,,1,6,FFE,FI,FIDI-025,DISPENSADOR: papel / toalla de mano,1
base,PED,Pediatría,general,general,áreas de apoyo,WCAC,,1,6,FFE,FI,FIDI-030,DISPENSADOR: jabón,1
base,PED,Pediatría,general,general,áreas de apoyo,WCAC,,1,6,FFE,FI,FIDI-036,DISPENSADOR: papel higiénico,1
base,PED,Pediatría,general,general,áreas de apoyo,WCAC,,1,6,FFE,FI,FIRT-007,BARANDILLA: WC uso accesible,1
base,PED,Pediatría,general,general,áreas de apoyo,WCAC,,1,6,FFE,FI,FIRT-006,BARANDILLA DE ASA: WC,1
base,PED,Pediatría,general,general,áreas de apoyo,WCAC,,1,6,FFE,FI,FIBM-006,ESPEJO: fijo vidrio,1
base,PED,Pediatría,general,general,áreas de apoyo,WCAC,,1,6,FFE,FQ,FQCW-037,BIN: residuos sanitario,1
base,PED,Pediatría,general,general,áreas de apoyo,WCAC,,1,6,FFE,HY,HYBA-005,LAVABO: lavamanos accesible,1
base,PED,Pediatría,general,general,áreas de apoyo,WCAC,,1,6,FFE,HY,HYWC-001,SUITE ASEO: accesible,1
base,PED,Pediatría,general,general,áreas de apoyo,WCAC,,1,6,FFE,HY,HYTP-035,TAPWARE: mezclador lavabo accesible,1
base,PED,Pediatría,general,general,áreas de apoyo,WCAC,,1,6,FFE,FI,FIGE-011,RESPALDO: WC accesible,1
base,PED,Pediatría,general,general,áreas de apoyo,WCAC,,1,6,SE,IT,ITCL-008,BOTÓN: llamada a la enfermera ayuda del personal,1
